reference_skill,input
news_summarization,"Activists speaking at a Syrian government-sponsored ""national dialogue"" meeting Sunday criticized recent crackdowns by the country's security forces, calling for an end to violence against protesters. Syria's vice president hailed the Damascus University meeting between officials and members of the opposition as a step toward creating a ""democratic nation."" ""We hope that at the end of this comprehensive meeting to announce the transition of Syria to a pluralistic democratic nation where all citizens are guided by equality and participate in the modeling of the future of their country,"" Vice President Faruq al-Shara said in opening remarks at the meeting, which was broadcast live on state television. Syrian activists say that security personnel have assaulted unarmed protesters during months of anti-government demonstrations that erupted nationwide in mid-March. The Syrian government has claimed armed groups are responsible for the violence at the demonstrations. Several speakers at Sunday's meeting called on Syria's government to change its tactics. ""The bloodshed needs to stop. Yes, there are unauthorized protests, but is it a reason to use unjustified and excessive violence? The use of all types of excessive force is unjustified,"" said Qadri Jameel of the opposition Front of Change and Liberation. Syrian researcher Al-Tayyeb Tizzina also criticized the use of force and asked for violence to stop in order for the dialogue to succeed. ""The establishment of a political society requires the immediate start of a process dismantling the police state that is dominating Syria,"" he said. Al-Shara acknowledged that a surge of violence in Syria precipitated Sunday's meeting. ""We have to admit that without the big sacrifices that were presented by the Syrian people, from the blood of their sons, civilians or military in more than one province, city and town, this meeting wouldn't have happened,"" he said. The state-run Syrian Arab News Agency said the meeting included members of the opposition, independent..."
news_summarization,"Half a century ago, with the space race in full swing, the heated quest for interplanetary exploration between the Earth's superpowers gained a new, self-proclaimed, contender. ""We're going to Mars!"" audaciously declared Zambian schoolteacher Edward Makuka Nkoloso in a 1964 newspaper op-ed, revealing to the world his fanciful plans for his country to beat the United States and the Soviet Union in their fierce battle to conquer outer space. ""Our rocket crew is ready,"" continued Nkoloso, explaining that his aspiring troupe of space explorers had been gearing up for their interstellar journey in the headquarters of the academy he'd set up on the outskirts of Zambian capital Lusaka. From within what he called the ""Academy of Sciences and Space Technology,"" Nkoloso said, he'd been studying Mars through telescopes. He'd also been training his would-be astronauts by rolling them down a hill in oil drums, a technique aimed at getting his team acclimatized to the weightlessness experienced during space travel. Read this: Nigerian doctor takes to the skies . ""Specially trained spacegirl Matha Mwambwa, two cats (also specially trained) and a missionary will be launched in our first rocket,"" wrote Nkoloso, a grade-school science teacher and self-appointed director of the space academy. Unsurprisingly, the program, which was never taken seriously by the government of the newly independent Zambia, failed to take off; a $7 million grant Nkoloso said he'd requested from UNESCO never came, whilst the pregnancy of the 17-year-old spacegirl brought the proceedings to an end. ""The Afronauts"" Fast forward to 2010, when Spanish photographer Cristina De Middel was searching for ""unbelievable stories"" for a new personal project she was hoping to develop. Whilst scouring the depths of the internet, she stumbled on a website listing the 10 craziest experiments in history. ""The first one on the list was the Zambia space program,"" says De Middel who, after a decade of working as a news photojournalist, had decided to embark on..."
news_summarization,"By now, we're on the same page that Mitt Romney's pick of Paul Ryan as his running mate contradicts a golden oldie of presidential election strategy -- run to the conservative (or liberal) base to win the nomination and then reposition toward the center to lure the more moderate independent swing voters who are necessary to win the general election. Ryan may be many things -- energetic, charismatic and geeky -- but no one familiar with his Full Monty conservative budgets would describe his selection as remotely moving to the center. Just the opposite -- Romney has doubled down on his move to the right during the primary battle. What gives? Did the looming prospect of defeat push Romney into a desperate gamble? Give Romney some credit. He's made a shrewd move. The Ryan choice adopts a strategy premised on supermobilizing the base and luring a smidgeon of others. Put on your thinking caps and grab an abacus, here are the numbers that could put Romney in the White House. Conservatives outnumber liberals 2 to 1 (40% to 21%). Rage against Obama has the GOP ready to walk over red hot coals to cast a ballot. A mainstay of Gallup's measure for determining who is likely to vote -- whether survey respondents are thinking a lot about the election -- shows not only that Republicans are more attentive than Democrats by 13 points but also more fired up than in recent presidential elections. To make sure they harvest the Ryan enthusiasts, the Romney campaign appears to be assembling an impressive operation to turn out the vote and to aggressively compete with the Obama team for the early vote. What makes the Romney mobilization particularly threatening to Obama is that it targets his biggest challenge -- polls consistently show him ahead but there are ominous signs that a decisive group of those supporters won't actually cast a ballot. Even with Obama's pro-immigration shift and the growing number of Latinos in competitive states, their actual turnout may flag from their record numbers in 2008. Less than half of..."
news_summarization,"An argument before the Supreme Court on October 1 in Kiobel v. Royal Dutch Petroleum will have enormous significance. The case concerns the torture of Ogoni leaders in Nigeria, but at stake is the future of the law under which this case was brought, the Alien Tort Statute. The United States stands at a crossroads. At its best, our nation has played a crucial role in championing human rights throughout the world and pioneering human rights law. At its worst, it has abandoned its lofty ideals in the name of realpolitik and supported dictators and policies that were responsible for horrible abuses. Passed in 1789, the Alien Tort Statute was a prescient piece of legislation. It allows foreign victims of human rights abuses in foreign nations to seek civil remedies in U.S. courts, and its animating idea -- that people anywhere should have recourse for violations of the ""law of nations"" -- was the foundation of our modern understanding of human rights. In the 1990s, Royal Dutch Petroleum (Shell) had extensive oil drilling operations in the Niger Delta in Nigeria, a region long plagued with poverty, human rights violations and environmental disaster. A popular movement of the Ogoni people resisting what they saw as reckless oil development in the region was violently suppressed by Nigeria's military dictatorship. In the suit, the plaintiffs accuse Royal Dutch Shell of helping the former dictatorship in the arrests on false charges and torture of 12 members of the Ogoni tribe, who sought to peacefully disrupt Shell's operations because of the devastating health and environmental effects of unregulated drilling. All the plaintiffs were themselves tortured except Esther Kiobel, who brought her claims on behalf of her late husband, Barinem Kiobel. Kiobel was executed through a sham trial process in which the plaintiffs believe Shell played a central role. The Supreme Court court accepted Kiobel v. Royal Dutch Petroleum last fall after a federal appeals court ruled that the statute could not be used to sue..."
news_summarization,"Thousands of people filled Hong Kong's Victoria Park on Saturday to mark the 22nd anniversary of the bloody crackdown on pro-democracy protesters in Tiananmen Square. The candlelight vigil comes after recent efforts by the Chinese government to quash would-be demonstrators from holding anti-government protests. About 26 people were arrested between February and March, according to a Hong Kong-based human rights group, when an anonymous group began an internet campaign calling for anti-government protests in China similar to ones that have taken hold in the Middle East. In response to the campaign, authorities deployed heavy security along major thoroughfares, especially in Wangfujing, a busy shopping street in downtown Beijing that had been designated by the online group for protests. The government also tightened rules on foreign reporters, explicitly warning them that they risk detention, suspension of press cards and expulsion if they show up at planned demonstrations. 20 years on: Tiananmen remembered . Saturday's protest is an annual event organized by the Hong Kong Alliance, a pro-democracy group. Hong Kong police called it a ""peaceful gathering."" Images of the demonstration showed a sea of flickering candles covering the length of the park. A little more than 22 years ago, students gathered in Tiananmen Square to memorialize the recently deceased Hu Yaobang. He was fired as Communist Party chief in 1987 by Deng Xiaoping for pushing policies deemed too soft toward ""bourgeois-liberal ideas"" and tolerating student protests. The April 15 memorial quickly turned into a pro-democracy movement, and students held talks with the government and later a hunger strike in Tiananmen Square to press their cause. On June 4, 1989, Chinese troops in armored personnel carriers and tanks rumbled toward Tiananmen Square. The soldiers, on strict orders to clear the square of demonstrators, had forced their way through the city's main thoroughfare. Along the way, they met fierce resistance from students..."
news_summarization,"As Barack Obama makes his case to the nation for taking the fight to ISIS, his top diplomat is also trying to make sure America doesn't have to go it alone. U.S. Secretary of State John Kerry is sweeping through the Middle East to try to convince regional leaders to back America's plan to beat back the terror group, which has seized a large chunk of territory stretching from northern Syria to central Iraq with alarming pace in recent months. So who's with them? ."
news_summarization,"South Korea launched an investigation Tuesday into reports of toxic chemicals being dumped at a former U.S. military base, the Defense Ministry said. The tests follow allegations of American soldiers burying chemicals on Korean soil. The first tests are being carried out by a joint military, government and civilian task force at the site of what was Camp Mercer, west of Seoul. ""Soil and underground water will be taken in the areas where toxic chemicals were allegedly buried,"" said the statement from the South Korean Defense Ministry. Once testing is finished, the government will decide on how to test more than 80 other sites -- all former bases. The alarm was raised this month when a U.S. veteran alleged barrels of the toxic herbicide Agent Orange were buried at an American base in South Korea in the late 1970s. Two of his fellow soldiers corroborated his story about Camp Carroll, about 185 miles (300 kilometers) southeast of the capital, Seoul. ""We've been working very closely with the Korean government since we had the initial claims,"" said Lt. Gen. John Johnson, who is heading the Camp Carroll Task Force. ""If we get evidence that there is a risk to health, we are going to fix it."" A joint U.S.- South Korean investigation is being conducted at Camp Carroll to test the validity of allegations. The U.S. military sprayed Agent Orange from planes onto jungles in Vietnam to kill vegetation in an effort to expose guerrilla fighters. Exposure to the chemical has been blamed for a wide variety of ailments, including certain forms of cancer and nerve disorders. It has also been linked to birth defects, according to the Department of Veterans Affairs. Journalist Yoonjung Seo contributed to this report."
news_summarization,"The ""Dream 9,"" five women and four men, say that they are ""undocumented and unafraid."" Don't believe it. I bet they were afraid. Who wouldn't have been? The nine -- Claudia Amaro, Adriana Gil Diaz, Luis Leon Lopez, Maria Peniche-Vargas, Ceferino Santiago, LuLu Martinez Valdez, Mario Felix-Garcia, Marco Saavedra and Lizbeth Mateo-Jimenez -- spent more than two weeks in a federal immigration detention facility in Eloy, AZ. Martinez Valdez and Peniche-Vargas--had been put in solitary confinement for what was supposed to be 15 days. All because they wouldn't take ""go"" for an answer. Some of these ""Dreamers"" had been deported to Mexico by the Obama administration, though President Obama has repeatedly said that his administration is not looking to deport Dreamers--the name taken by young immigrants who are in the U.S. without papers. Three of them who were on this side of the border -- Saavedra, Martinez Valdez and Mateo-Jimenez -- ""self deported"" to Mexico to join the other six. Then, on July 22, all nine linked arms and marched across the border into the United States. The idea was to draw attention to the administration's repressive immigration policies. The nine asked for humanitarian parole. When that was denied, they claimed asylum. Opinion: Let's deport Rep. Steve King . Now, they have been set free. Earlier in the week, federal officials found that all nine have ""credible fear"" of persecution or torture in their birth countries and thus cannot be removed without a hearing before an immigration judge. Pending those hearings, the nine have now been released into the waiting arms of family members within the United States. It's a major victory for the Dreamer movement. For many, this is a heartwarming story about the power of the individual who is brave enough to make a stand. For others, it is major inconvenience. It's a story that the White House wishes would go away. Ditto for immigration reformers who are split between those who back the Dream 9 and those who want to..."
news_summarization,"(CNN)When photographer Fabio Bucciarelli first visited South Sudan, he found a nation filled with hope. He found citizens worn out by decades of war -- but looking forward to an independent, peaceful future. That was two years ago, after the world's youngest country split from its northern nemesis, Sudan. ""I remember the look on people's faces,"" Bucciarelli said. ""Tired but happy, hopeful for a better future after a past full of pain and war."" His return in February was anything but. This time, Bucciarelli found a nation on the brink of an abyss. Instead of jubilant faces of hope, he saw defeated faces haunted by a return of ghosts of past wars. Months of ethnic violence had left thousands dead, 1.5 million people displaced and a looming famine, according to the United Nations. Bucciarelli found despair cramped in tent camps, growing sexual violence and the recruitment of child soldiers. He described the violence in South Sudan as an ""invisible"" conflict. ""It represents one of the longest and most forgotten African wars,"" he said. ""Its apparent stillness leads to hear about it less and less. Given the tragic consequences and repercussions on the population, I find it essential to bring it to light."" His goal, he said, is to tell the stories of people rendered powerless by wars, provide objective images and shed light on human rights issues. ""It's hard to find front-line war photography of the kind we've seen in Libya or Syria,"" Bucciarelli said. ""The images in South Sudan are different. They describe visually the effect of the impending war, lending you a view of the civilian and military populations and providing a glimpse of life inside a murky, not clearly defined conflict."" The latest conflict erupted in December last year, when President Salva Kiir accused his fired deputy, Riek Machar, of an attempted coup. Since then, militia loyal to both have battled each other and targeted civilians from rival tribes. The conflict has wiped out entire neighborhoods and transformed into a full-blown war between two..."
news_summarization,"(CNN)  -- Space shuttle Discovery launched just before midnight Friday on a mission to the international space station. Space shuttle Discovery lifts off late Friday from Kennedy Space Center in a photo from iReporter Alan Walters. The crew of seven astronauts includes one from Mexico and another from Sweden. One of those seven, Nicole Stott, will remain on the station as a flight engineer, while astronaut Timothy Kopra is to return home aboard the shuttle. Also on board: The Leonardo logistics module, science experiments and the Combined Operational Load Bearing External Resistance Treadmill (COLBERT), named for fake newsman Stephen Colbert of Comedy Central's ""The Colbert Report."" Colbert won an online poll conducted by NASA to name the newest space station compartment, but Colbert and the space agency compromised to give the moniker to the treadmill. The new compartment was given the name Tranquility. NASA astronaut Cady Coleman said the treadmill is an essential addition to the space station.  Watch shuttle launch » . ""We have the treadmill now to keep them healthy, which is really part of being able to come home in one piece. So it is an essential part,"" Coleman said. iReport.com: Discovery lights night sky . Discovery's liftoff, originally set for Tuesday, had been postponed three times -- first for bad weather, and twice more while mission managers checked out indications of a faulty valve."
news_summarization,"This past week saw severe weather in many parts of the world that took dozens of lives and left behind serious damage. Here's a look at some of the extreme weather stories covered by CNN's global affiliates, including a typhoon in the Philippines and a tornado in New Zealand. Unlikely typhoon in the Philippines . Typhoon Bopha devastated the Compostela Valley region in the southern Philippines early this week. At least 148 people have died and thousands of homes have been destroyed, according to TV5. Typhoons are uncommon in the Bopha region. Watch the video above to see how the storm knocked down power lines. Tornado strikes near Auckland . A tornado ripped through the outskirts of Auckland, New Zealand's largest city, killing three people and leaving more than 200 people injured, according to TVNZ. About 150 homes were left without power. Flooding in Argentina's capital . Heavy rains in the Argentinian capital of Buenos Aires left two people dead, forced evacuations and flooded nearly 9 million acres of farmland, Canal 9 said. See some of the most serious flooding in the video above. Hard to see in Chinese province . Dense fog in the province of Sichuan caused heavy traffic and temporary highway closures in southwestern China. In some areas, visibility was reduced to less than 200 meters. Check out the fog in the video above from CCTV. Poland's winter wonderland . Seven centimeters of snow fell in the city of Lublin on Monday. The snow brought with it temperatures of minus 1 degree Celsius (30 degrees Fahrenheit). In the nearby town of Bialystok, nine cars collided, causing one injury. See the snow in the video above, courtesy of TVN."
news_summarization,"The retrial of Egypt's former president, Hosni Mubarak, on charges of killing protesters during the country's 2011 revolution and profiteering resumed Saturday before being adjourned until next month. Mubarak was forced from office in February 2011 following two weeks of mass street protests. Following a lengthy trial, he and his former interior minister, Habib al-Adly, were found guilty and sentenced to life in prison last year on charges that they were complicit in the protesters' killings. After appealing their convictions, they were granted a new trial early this year. Six of Mubarak's former security aides last year were acquitted of charges related to the killings, and Mubarak's two sons -- Gamal and Alaa -- were acquitted of corruption charges. But they, too, were ordered to be retried after President Mohamed Morsy, himself ousted this week, ordered a new investigation last year. Mubarak and the other defendants have pleaded not guilty to all charges. Mubarak was present in court Saturday for the fourth session of the retrial, wearing his signature sunglasses. He made his first court appearance in May. The retrial has been adjourned until August 17, the prosecution said in a statement. A public prosecutor sent Mubarak -- who spent months detained in a military hospital -- back to prison in April. Mubarak's health has been a bone of contention during his trial and incarceration. He suffered a heart attack after relinquishing power and had maintained that he was physically unfit to stand trial. Mubarak has been held since his guilty verdict last year. He is also charged with seizing public funds and misusing political influence. He also faces a corruption charge that was not part of the original trial. Mubarak is accused of selling natural gas to neighboring Israel for prices below fair market value. The ousted autocratic leader spent three decades in charge of Egypt, the most populous Arab country. Journalist Adam Makary contributed to this report."
news_summarization,"(InStyle.com) -- Singer Carrie Underwood dishes on dieting, beauty and fashion. Carrie Underwood in a Michael Kors wool crêpe dress and Kenneth Jay Lane link bracelet. 1. Always look the part . Most of the time I slap on some makeup in the morning so I don't look bad if somebody snaps a picture. Somebody, somewhere, will catch you, even if it's a fan at the grocery store. Very rarely do I go out without makeup. 2. Keep a food diary . I'm OCD like that. I count calories, fat and fiber--which is important in making you feel fuller faster--and protein, especially when I'm working out.  Watch how Carrie handles romantic distress » . 3. Don't be a dairy queen . Cheese is ruining my life! I'm trying to talk myself into being lactose-intolerant. I mean, it's basically moldy milk, and it doesn't smell that great--but it's so good! Oh, jeez, I'm thinking about it now... 4. Exercise your options . Always take an hour for yourself to go do something positive. I like the elliptical machine or swimming if I'm in a hotel with a decent pool and there aren't too many people there. I also do the treadmill, free weights, exercise ball. If it's a nice day, outdoor activity is nice. I get a bike and ride around. Plus, I get a decent cardio workout every night onstage. 5. Don't break the bank . I don't buy expensive jewelry and fur coats and Escalades. I've never bought a car in my life. The car I have, a Ford Mustang convertible, is the one I won on Idol--I guess I need to go buy a new car after all! 6. Smell yummy . I don't do smelly soaps or wear perfume, so lotion is kind of my perfume. My favorite body lotion is Benefit's Maybe Baby. It's got a little shimmer in it. If I'm dressing up I might use perfume. I have a couple by Anna Sui. And Gwen Stefani's perfume [L], is good too. 7. Be a girlie girl . With makeup I think it's important for girls to play. I mix a lot. I'll put on lip gloss and go, ""That needs to shimmer."" So I'll put something shimmery on top. Then I want it a little pinker, so I put pink on top. But it all..."
news_summarization,"The gunman who held hostages for more than 16 hours in a Sydney cafe was no stranger to police -- and was on bail for violent criminal offenses at the time of the siege. Man Haron Monis, an Iranian-born refugee who was granted political asylum in Australia in 2001, had ""a long history of violent crime, infatuation with extremism and mental instability,"" Australian Prime Minister Tony Abbott told reporters. ""It's pretty obvious that the perpetrator was a deeply disturbed individual,"" he said at a press conference Tuesday, adding that the 50-year-old was ""well known"" to federal and state police, as well as the Australian Security Intelligence Organization. ""But I don't believe he was on a terror watch list at this time."" New South Wales Premier Mike Baird said authorities were investigating why Monis -- who was killed in the siege -- was at large, given his criminal background. ""We're all outraged that this guy was on the street,"" he told reporters. ""We need to understand why he was. We also need to understand why he wasn't picked up."" What we know, what we don't know . Accessory to murder, sex charges . The self-styled Muslim cleric, also known as Sheikh Haron, was facing dozens of charges at the time of the siege, including two counts of being an accessory to the murder of his ex-wife, according to the Attorney General of New South Wales. Noleen Hayson Pal was found dead with multiple stab wounds in a stairwell, and her body had been set on fire, The Sydney Morning Herald reported. ""They should have put him away and thrown away the key,"" the dead woman's godfather, Ayyut Khalik, told NBC News. He said Monis used to beat Pal, forcing her to wear a hijab all the time and forbidding her from talking to ""outsiders."" Court documents show Monis was also facing 45 sex-related charges, including sexual intercourse without consent and aggravated indecent assault. According to the Sydney Morning Herald, the initial charges, laid in May 2014, related to an alleged sexual assault on a woman in western Sydney in 2002,..."
news_summarization,"With the sweltering summer bidding adieu and pleasant autumn temperatures setting in, now's the time to explore New Delhi. Travelers to the Indian capital may hesitate to try the city's famed street foods, fearing the notorious ""Delhi belly."" But skip the street food scene and you miss an essential part of the Delhi experience. Here are seven street delicacies among Delhi's endless choices, including a mix of vegetarian, non-veg and dessert. Ram laddoo . Desperate for an energy boost after a tiring shopping session? A plate of ram laddoo is your fix. Ram laddoo (""laddoo"" is a name for sweet flour balls) are savory, deep-fried moong balls served with chili-coriander sauce and garnished with grated radish. Served in silver-colored, throwaway plastic bowls, one serving of six-to-seven balls is a great power snack or even lunch. Best to try it at the make-shift ram laddoo stalls, sometimes on a bicycle, that are strewn across town. If you aren't lucky enough to see one, try it at Lajpat Nagar main market. Chaat . Sitting under a tiny tin-roofed shop in and downing deep-fried potato patties floating in a blend of yogurt, spicy green and red sauces served in leaf bowls is a definitive Delhi experience that even hardcore locals can't get enough of. Chaat is a collective term used to describe savory street dishes in India, especially these three: aloo tikki (described in the gallery above), dahi bhalla (cutlets of skinless black lentil-like gram submerged in yogurt) and papri chaat (a hybrid of aloo tikki and dahi bhalla with salty, plain biscuits thrown in). Many Delhi chaat addicts flock to a narrow alley behind the Union Public Service Commission's office near Khan Market (Humayun Road, Pandara Flats, India Gate, New Delhi, India). Prabhu Chaat Bhandar's (Dholpur House, Shahjahan Road, Khan Market, New Delhi; open daily 11 a.m.-9 p.m.) range of chaat options do the trick for a satisfying dinner. Parantha . Located in a remote corner in old Delhi's Chandni Chowk area, Paranthe Wali Gali (Lane of Paranthas)..."
news_summarization,"One of the most highly anticipated apps for Apple devices was made available on Wednesday. At least, until it wasn't. Google announced a Gmail app for the iPhone, iPad and iPod Touch that was designed to make it easier for the service's more than 190 million users to navigate their mail. ""We check email pretty much everywhere these days,"" Google content manager Matthew Izatt wrote on the Gmail blog. ""And when we do, we want easy access to our important messages so we can respond quickly and get back to life -- or slinging birds at thieving green pigs."" Users of Apple's operating system could already access Gmail through a mobile site or set it up as their default e-mail account. But the new app promised a smoother experience with a host of new features. The tech blogosphere was delighted. ""Go get the iPhone app for Gmail!"" popular blogger Robert Scoble wrote on his Google+ page. Then, a few minutes passed. ""UPDATE: DO NOT. The Gmail app is really a piece of crud,"" he wrote. ""Not worth loading. Very disappointed."" Google had obviously already noticed what Scoble did. Shortly after it was unveiled, the app was pulled from the Apple Store. ""The iOS app we launched today contained a bug with notifications,"" Google posted on its Gmail Twitter account. ""We have pulled the app to fix the problem. Sorry we messed up."" Later, a fuller explanation was added to the original blog post. ""Earlier today we launched a new Gmail app for iOS,"" Google posted. ""Unfortunately, it contained a bug which broke notifications and caused users to see an error message when first opening the app. We've removed the app while we correct the problem, and we're working to bring you a new version soon. Everyone who's already installed the app can continue to use it."" The app ... at least the fully working version of it ... will send push notifications and sound cues when new messages are received, search your inbox for an e-mail, autocomplete e-mail addresses and upload photos to messages. It will also feature the same Priority Inbox..."
news_summarization,"A hearing continues Thursday to determine the future of John Hinckley Jr., who shot President Ronald Reagan and three others in March 1981. After an expected week and half of testimony, a federal judge will consider whether Hinckley should eventually be released from a mental hospital, where he has been a patient since his 1982 trial. The trial ended in a jury verdict of not guilty by reason of insanity. On Wednesday, Hinckley's lawyers said he is not dangerous and should eventually be released. But prosecutors are fighting that, saying Hinckley has been deceptive about his activities while on visits to his mother in Williamsburg, Virginia. In opening statements, prosecutor Sarah Chasson said Secret Service agents will testify they performed surveillance on Hinckley without his knowledge earlier this year when he was allowed what he was told was unsupervised free time in Williamsburg. On several occasions in July and September, Hinckley was supposed to go to the movies or shopping but instead went to bookstores where he looked at books about Ronald Reagan and presidential assassins, Chasson said. A requirement of Hinckley's current visitation program is that plans be laid out detailing what he will do when on his own and that medical staff and the Secret Service are informed. According to Chasson, in the first instance in July, Hinckley was supposed to go to the movie ""Captain America."" Later when he saw his ""treatment team,"" Hinckley not only maintained he had gone to the movie, but he enthusiastically recommended it. Chasson also quoted from a 1987 diary entry by Hinckley in which he said ""psychiatry is a guessing game"" and doctors ""will never know the true John Hinckley."" ""The hospital doesn't know what Mr. Hinckley is thinking, and he wants it that way,"" the prosecutor said. Hinckley's attorney, Barry Levine, said the issue is not whether Hinckley has sometimes been deceptive but whether he is dangerous. ""This man is not dangerous and the evidence shows he is not dangerous,"" Levine..."
news_summarization,"Republican presidential hopeful Herman Cain told supporters Saturday that he is suspending his presidential campaign, which has become hobbled in recent weeks by allegations of sexual harassment and an Atlanta woman's claim that they carried on a 13-year affair. While he will still be able to raise and spend campaign funds because he did not officially drop out, Cain's White House bid is effectively over. Cain said he came to the decision after assessing the impact that the allegations were having on his wife, his family and his supporters. Cain and his wife, Gloria, held hands as they walked up to the podium where Cain made his remarks in Atlanta. The crowd chanted, ""Gloria! Gloria!"" before the candidate spoke. Even as he stepped aside under the weight of the allegations that have dogged him, Cain said that he was at ""peace with my God"" and ""peace with my wife."" He repeatedly called the allegations ""false and untrue,"" and added that ""the (media) spin hurts."" ""I am not going to be silenced and I will not go away,"" Cain said, announcing what he called his Plan B: A website, TheCainSolutions.com, through which he will continue to advocate for his platform. His catchy ""9-9-9"" economic plan is not going anywhere, he said. ""Your support has been unwavering and undying,"" Cain told his supporters. He will endorse another of the Republican presidential hopefuls soon, he said. Other candidates were quick to react. ""Herman Cain provided an important voice to this process,"" Minnesota Rep. Michele Bachmann said in a statement. ""His ideas and energy generated tremendous enthusiasm for the conservative movement at a time it was so desperately needed to restore confidence in our country."" Fellow Georgian Newt Gingrich said the ""9-9-9"" plan ""got our country talking about the critical issue of how to reform our tax code and he elevated the dialogue of the Republican presidential primary in the process."" Texas Gov. Rick Perry said he knew the Cains made a ""difficult decision. He helped invigorate conservative..."
news_summarization,"Four years ago, Brandon Stanton became New York City's unofficial photo-chronicler. With his blog, Humans of New York -- which has over eight million followers on social media -- he has captured the heart and soul of the city's multi-national inhabitants. His trademark -- the micro narratives that accompany each image -- has been imitated in the far reaches of the globe, from Sydney to Khartoum. Last month, he turned his lens, and poignant interview style, to the world at large. In partnership with the United Nations, he is touring roughly a dozen countries in a bid to raise awareness for the peacekeeping organization's Millennium Development Goals. His first stop: Iraq and Jordan. 'My eyes were opened' Though his trip was ""months in the works,"" Stanton didn't anticipate that his arrival in Erbil, Iraq would coincide with that of ISIS. The first people he questioned were Yazidi refugees who had only freshly fled their homes, their families, their lives as a whole. ""My idea of what constitutes personal tragedy has been expanded a lot just listening to what these people are going through,"" admits Stanton. For the Yazidis he approached -- from the student who had to abandon his long sought after Master's degree to flee bombs to the mother whose children can't stop crying for home -- Stanton found himself falter at the prospect of pursuing his traditional line of questioning. ""When you've just abandoned your house, and your family is surrounded by a hostile army, and you don't know if they're going to survive, it's just inappropriate to ask what your happiest memory with your mother is,"" he says. ""I felt I couldn't ask them beyond their present circumstances, because their lives were absolutely consumed by those circumstances."" 'Pack a bag and get ready to run' The day Stanton landed in Iraq, ISIS captured the Mosul Dam. The day he left, the United States started air strikes. His time there, he admits, was often terrifying. ""When I was in Dohuk, there was a moment I got a call in the middle of the night..."
news_summarization,"A new CNN poll confirms that we're witnessing a quiet reversal in the character of our two major parties. Traditionally, Republicans have always coalesced around the conventional wisdom front-runner for president. Conservatives respect structure, order and party brand names. Not for nothing was the name Nixon, Bush or Dole on the GOP presidential ticket from 1952 to 2004. In contrast, Democrats have favored the presidential candidate with the hot hand, rising from obscurity to the White House -- think Jimmy Carter, Bill Clinton and Barack Obama. But a fresh-out-of-the-oven CNN presidential poll shows a fractured GOP field of newcomers with no clear front-runner while the Democrats have given an unprecedented lead to a brand name of their own: Hillary Clinton. Opinion: GOP strategy on shutdown courts doom . Yes, it is pathetically early to be projecting on the 2016 presidential campaign. Predictive capacity hovers somewhere near zero, and time fixated on polls would be productively used thinking about the 2014 midterms or the fights over the debt ceiling looming over our divided, dysfunctional Congress. But as a snapshot of the underlying dynamics driving the two parties, this new poll is worth a look. On the GOP side of the aisle, New Jersey Gov. Chris Christie narrowly leads the fractured field at 17%, one point above Rep. Paul Ryan, best known as Mitt Romney's vice presidential running mate. In the old days, the previous vice presidential nominee would be the future favorite. But that doesn't seem to be the case for Ryan, who emerged from the 2012 presidential race arguably damaged by his association with the Romney campaign. Traditionally, the governor of blue state New Jersey wouldn't be on the GOP radar at all, but Christie -- cruising to a landslide re-election -- seems to be the exception to this and other rules. Next on the list is Rand Paul, the scion of an outsider libertarian movement sparked by his dad's multiple runs for president. But the compelling and controversial one-time eye doctor..."
news_summarization,"(Tribune Media Services) -- When Eileen Mather lands in Mexico City on her way to Tapachula, Mexico, she learns her airline ticket isn't valid. Her airline forces her to buy a new one. Mather asks her online agency, Cheapoair.com, for a refund, but more than six months later, she's still out $879. Is she also out of options? Q: I need your help getting my money back for a plane ticket I had to pay for twice. Here's my story: I bought tickets online through Cheapoair.com from Philadelphia to Tapachula, Mexico. When we arrived in Mexico City, Aviacsa Airlines representatives told us that Cheapoair hadn't paid for the last leg of our trip. So I had to buy new tickets. Two members of our group also had to pay again. After I returned home, I faxed all of my documents to a supervisor at Cheapoair. That was six months ago. I've called her repeatedly and left messages, but no one has contacted me, and I'm out $879. Is there anything you can do? -- Eileen Mather, Glenside, Pennsylvania . A: You shouldn't have to pay twice for your airline tickets. But you also shouldn't be too quick to blame Cheapoair for the mix-up. A lot can go wrong when you're dealing with a flight schedule that involves multiple carriers. Reservations can be lost, paper tickets and boarding passes can be misread. And, of course, there's the language issue. When you're traveling internationally, something can easily get lost in the translation. Cheapoair may -- or may not -- have been responsible for your non-working tickets. But as your online travel agent, it was responsible for helping you fix it. That's why you buy from an intermediary and pay a booking fee: so there's someone to turn to when something goes wrong. The online agency shouldn't have kept you in a holding pattern for more than six months. Cheapoair's ""Golden Guarantee"" promises ""to provide all our customers with 24/7 toll-free number support because we understand the importance of critical last-minute client/traveler needs and requirements for changes to trips."" I guess offering a..."
